"country","metrics.RMSE","metrics.R2"
"Australia",7.4046879132923,0.250331726878596
"Pakistan",7.4046879132923,0.250331726878596
"India",7.4046879132923,0.250331726878596
"Sri Lanka",7.4046879132923,0.250331726878596
"Bangladesh",7.4046879132923,0.250331726878596
"Russia",7.4046879132923,0.250331726878596
"Afghanistan",7.4046879132923,0.250331726878596
"China",7.4046879132923,0.250331726878596
