"Linear_Prediction","Decision_Tree_Prediction"
24.0227838043972,16.2979986270909
18.3966106660015,16.2979986270909
18.3966106660015,16.2979986270909
18.3966106660015,16.2979986270909
18.3966106660015,16.2979986270909
18.3966106660015,16.2979986270909
18.3966106660015,16.2979986270909
18.3966106660015,16.2979986270909
17.9173440653234,16.2979986270909
17.9173440653234,16.2979986270909
17.9173440653234,16.2979986270909
17.9173440653234,16.2979986270909
17.9173440653234,16.2979986270909
17.9173440653234,16.2979986270909
17.9173440653234,16.2979986270909
17.5735223735326,16.2979986270909
17.5735223735326,16.2979986270909
17.5735223735326,16.2979986270909
17.5735223735326,16.2979986270909
17.5735223735326,16.2979986270909
17.5735223735326,16.2979986270909
17.5735223735326,16.2979986270909
17.2609571991773,16.2979986270909
17.2609571991773,16.2979986270909
17.2609571991773,16.2979986270909
17.2609571991773,16.2979986270909
17.2609571991773,16.2979986270909
17.2609571991773,16.2979986270909
17.2609571991773,16.2979986270909
17.3755644297742,16.2979986270909
17.3755644297742,16.2979986270909
17.3755644297742,16.2979986270909
17.3755644297742,16.2979986270909
17.3755644297742,16.2979986270909
17.3755644297742,16.2979986270909
17.3755644297742,16.2979986270909
17.12551229029,16.2979986270909
17.12551229029,16.2979986270909
17.12551229029,16.2979986270909
17.12551229029,16.2979986270909
17.12551229029,16.2979986270909
17.12551229029,16.2979986270909
17.12551229029,16.2979986270909
16.9588108639671,16.2979986270909
16.9588108639671,16.2979986270909
16.9588108639671,16.2979986270909
16.9588108639671,16.2979986270909
16.9588108639671,16.2979986270909
16.9588108639671,16.2979986270909
16.9588108639671,16.2979986270909
16.7191775636281,16.2979986270909
16.7191775636281,16.2979986270909
16.7191775636281,16.2979986270909
16.7191775636281,16.2979986270909
16.7191775636281,16.2979986270909
16.7191775636281,16.2979986270909
16.7191775636281,16.2979986270909
16.1773979280788,16.2979986270909
16.1773979280788,16.2979986270909
16.1773979280788,16.2979986270909
16.1773979280788,16.2979986270909
16.1773979280788,16.2979986270909
16.1773979280788,16.2979986270909
16.1773979280788,16.2979986270909
14.7291792868992,16.2979986270909
14.7291792868992,16.2979986270909
14.7291792868992,16.2979986270909
14.7291792868992,16.2979986270909
14.7291792868992,16.2979986270909
14.7291792868992,16.2979986270909
14.7291792868992,16.2979986270909
14.7291792868992,16.2979986270909
14.2186561687855,16.2979986270909
14.2186561687855,16.2979986270909
14.2186561687855,16.2979986270909
14.2186561687855,16.2979986270909
14.2186561687855,16.2979986270909
14.2186561687855,16.2979986270909
14.2186561687855,16.2979986270909
14.2186561687855,16.2979986270909
13.8539967987044,16.2979986270909
13.8539967987044,16.2979986270909
13.8539967987044,16.2979986270909
13.8539967987044,16.2979986270909
13.8539967987044,16.2979986270909
13.8539967987044,16.2979986270909
13.8539967987044,16.2979986270909
13.8539967987044,16.2979986270909
13.5310127852039,12.3974038461538
13.5310127852039,12.3974038461538
13.5310127852039,12.3974038461538
13.5310127852039,12.3974038461538
13.5310127852039,12.3974038461538
13.5310127852039,12.3974038461538
13.5310127852039,12.3974038461538
13.5310127852039,12.3974038461538
13.1976099325582,12.3974038461538
13.1976099325582,12.3974038461538
13.1976099325582,12.3974038461538
13.1976099325582,12.3974038461538
13.1976099325582,12.3974038461538
13.1976099325582,12.3974038461538
13.1976099325582,12.3974038461538
13.1976099325582,12.3974038461538
12.8746259190577,12.3974038461538
12.8746259190577,12.3974038461538
12.8746259190577,12.3974038461538
12.8746259190577,12.3974038461538
12.8746259190577,12.3974038461538
12.8746259190577,12.3974038461538
12.8746259190577,12.3974038461538
12.8746259190577,12.3974038461538
12.6037361012831,12.3974038461538
12.6037361012831,12.3974038461538
12.6037361012831,12.3974038461538
12.6037361012831,12.3974038461538
12.6037361012831,12.3974038461538
12.6037361012831,12.3974038461538
12.6037361012831,12.3974038461538
12.6037361012831,12.3974038461538
12.3120086052181,12.3974038461538
12.3120086052181,12.3974038461538
12.3120086052181,12.3974038461538
12.3120086052181,12.3974038461538
12.3120086052181,12.3974038461538
12.3120086052181,12.3974038461538
12.3120086052181,12.3974038461538
12.3120086052181,12.3974038461538
12.0306999482984,12.3974038461538
12.0306999482984,12.3974038461538
12.0306999482984,12.3974038461538
12.0306999482984,12.3974038461538
12.0306999482984,12.3974038461538
12.0306999482984,12.3974038461538
12.0306999482984,12.3974038461538
12.0306999482984,12.3974038461538
11.7702289696689,12.3974038461538
